id,distance,duration
23293005,0,0
23293057,74,20
23293099,138,47
23293368,407,102
23293404,780,197
23293457,32,9
23293773,2,0
23303083,186,73
23312525,774,195
23312644,5,2
23312824,53,15
23312854,408,121
23312910,71,19
23313045,307,100
23313157,589,189
23313200,468,126
23313242,607,195
23313532,323,60
23314035,121,37
23314308,269,52
23326108,238,89
23326161,169,44
23326739,304,107
23340064,60,15
23340714,782,183
23343999,239,47
23352511,212,63
23353721,123,33
23354077,394,103
23358468,72,11
23359001,761,206
23359552,280,52
23371451,74,97
23373781,250,62
23414603,64,16
23419962,38,11
23431731,167,49
23432388,357,89
23433090,137,26
23449023,1136,157
23450209,732,133
23452479,69,11
23453660,422,128
23453808,120,31
23470169,524,83
23470922,481,77
23479779,74,21
23480149,233,111
23504233,98,24
23505904,386,84
23520080,52,12
23521230,64,18
23521739,135,37
23522824,27,11
23543739,262,80
23545253,500,112
23545831,367,100
23545971,34,17
23550791,484,100
23551086,98,31
23551138,502,133
23551835,502,133
23567834,617,139
23568246,46,8
23577552,178,46
23581750,39,6
23582186,337,126
23583038,68,12
23598670,209,51
23599466,358,72
23611401,748,189
23611950,766,193
23615779,652,123
23629793,126,43
23630055,256,83
23634434,558,179
23634520,38,11
23634564,26,7
23634597,8,3
23634697,165,49
23634727,0,0
23634752,24,7
23634783,0,0
23634896,461,82
23648124,0,0
23665283,349,72
23667434,101,39
23669671,42,7
23672181,9,2
23681212,134,30
23681672,36,7
23683696,10,3
23684260,320,95
23684463,453,124
23684875,722,183
23685499,484,131
23685560,1661,233
23686129,697,182
23686364,272,80
23699151,311,94
23700802,3,0
23705765,208,40
23709477,234,46
23711723,473,151
23712427,188,54
23714398,213,48
23728478,174,38
23746795,587,169
23749660,346,101
23751274,173,50
23753462,186,46
23763871,309,84
23772479,101,33
23773339,61,14
23788672,120,43
23789066,195,43
23794879,656,104
23803703,14,3
23804039,100,21
23804136,408,131
23813739,3,0
23825920,287,64
23827071,410,121
23827577,65,26
23830079,142,37
23838746,572,104
23854289,60,21
23860006,55,9
23860519,192,46
23861410,290,74
23874986,54,8
23879828,417,98
23882274,603,130
23883643,145,27
23884196,559,119
23884346,104,40
23897639,418,138
23900160,128,22
23902870,508,103
23905627,49,6
23907104,420,83
23914311,248,50
23922787,208,115
23924310,609,249
23924946,348,88
23942828,1050,123
23946104,24,4
23960056,769,155
23960897,312,76
23961242,200,68
23961874,68,16
23962584,191,41
23963479,127,63
23963992,86,25
23964717,156,47
23973022,452,157
23973946,85,26
23975362,81,22
24000329,724,109
24000340,813,145
24000353,213,59
24013191,321,70
24034368,125,45
24038598,397,61
24041601,846,263
24043373,353,49
24043927,255,55
24063893,19,5
24065926,355,72
24066861,410,86
24080862,33,6
24083593,436,106
24086446,76,23
24087763,268,51
24099269,75,19
24099463,67,12
24099520,242,55
24116174,304,57
24129914,196,49
24149977,139,26
24162068,119,38
24162999,191,91
24163232,227,48
24163891,1067,161
24177590,146,29
24181120,242,80
24183155,153,48
24217373,250,71
24230206,898,167
24233539,314,84
24234062,440,114
24249961,60,9
24270270,77,14
24284729,321,90
24285778,198,43
24290745,88,19
24304138,424,105
24304722,197,86
24309390,464,135
24329618,61,13
24334963,173,69
24348388,733,144
24352586,146,37
24352708,51,11
24353186,52,10
24353415,169,57
24353515,159,36
24354180,624,159
24354551,88,19
24354634,240,66
24354841,314,69
24354950,172,39
24355042,42,8
24355327,160,40
24357954,64,12
24359775,444,163
24361125,82,8
24369745,65,22
24371066,83,26
24371933,446,105
24375697,166,56
24375836,130,33
24376665,269,102
24379811,1803,237
24390111,415,105
24408036,447,130
24412150,131,64
24412267,39,8
24423807,523,86
24424220,453,121
24427167,221,35
24429125,409,121
24442092,66,24
24468179,63,16
24471037,60,15
24474059,60,15
24474631,60,15
24474830,60,15
24475148,504,172
24489163,137,63
24489167,162,54
24489171,181,68
24489443,327,106
24490533,696,119
24492351,71,20
24497818,56,24
24499755,195,43
24499851,42,9
24502259,132,25
24513782,327,61
24519748,498,135
24538278,47,8
24539004,45,18
24541927,423,91
24542177,714,187
24559691,161,56
24580698,319,68
24582804,3,1
24583127,495,122
24599232,383,59
24600600,245,71
24605611,25,8
24626225,288,91
24631777,144,46
24648539,389,106
24651340,187,40
24651682,533,96
24651782,55,13
24653881,178,41
24654933,236,47
24655754,381,125
24658259,664,157
24659161,163,42
24670819,146,31
24698383,204,79
24722081,419,116
24736036,288,65
24755682,318,73
24755998,56,42
24758727,37,6
24770687,644,145
24777563,286,78
24780006,360,91
24782264,92,14
24782542,181,51
24793296,306,62
24799389,47,10
24805491,272,56
24823466,184,36
24828324,170,41
24836253,42,7
24853005,216,92
24853898,49,8
24865936,548,129
24866739,439,92
24890095,294,39
24896879,90,49
24916302,467,112
24917420,384,87
24918837,117,46
24937731,714,122
24944439,144,29
24944867,289,113
24964591,17,4
24967604,518,143
24968111,1093,278
24968783,314,108
24970612,260,57
24992845,307,71
24994115,451,133
24994117,451,133
24994118,451,133
24994119,451,133
25014588,114,12
25027248,188,74
25034848,1072,266
25054741,466,148
25058405,318,47
25058782,365,58
25058920,318,51
25098756,69,14
25107798,278,67
25109963,132,54
25167424,317,78
25189704,341,85
25195284,522,131
25210300,71,17
25213152,222,29
25229521,137,29
25234139,270,70
25237201,0,0
25238517,70,11
25260993,113,43
25264123,606,188
25265335,8,1
25279552,92,20
25281570,78,17
25291283,221,68
25318633,98,25
25323663,306,118
25324336,527,132
25324599,495,122
25355368,254,52
25355921,451,133
25355922,451,133
25356099,410,94
25356321,198,26
25356735,39,6
25367860,93,21
25368785,204,56
25368835,1840,184
25372206,522,173
25376709,116,43
25380342,72,14
25402583,186,45
25403706,38,14
25405200,178,56
25407024,63,27
25419563,113,18
25422628,306,87
25432313,532,120
25432375,210,125
25432800,11,2
25447232,55,9
25447312,527,132
25447328,69,11
25447342,133,65
25447349,22,5
25447359,462,122
25449566,24,13
25449652,48,5
25485559,205,38
25511111,146,33
25518503,312,99
25547908,286,78
25554933,26,7
25583745,451,133
25584677,181,65
25621756,648,165
25634749,286,78
25724703,208,76
25730240,28,3
25733610,67,13
25749954,286,78
25774811,65,16
25775179,72,24
25776536,109,26
25779484,163,46
25780281,392,81
25785670,220,75
25786409,20,4
25787338,136,62
25801232,151,38
25808640,492,128
25811057,196,53
25814449,432,133
25842694,144,34
25843736,74,19
25845975,18,4
25864368,63,29
25866933,70,35
25869380,121,84
25869469,782,167
25870802,183,54
25871246,65,5
25892426,354,56
25906963,141,44
25907508,26,11
25912297,67,81
25919871,580,112
25921225,69,19
25921865,69,15
25945504,228,46
25948779,14,2
25975274,263,86
25976748,460,146
25983693,899,122
26004362,227,54
26008354,25,4
26009784,72,16
26012007,119,27
26027570,1237,342
26029679,229,57
26033791,42,8
26035565,363,52
26040040,7,2
26043158,130,42
26053810,495,122
26053823,299,73
26053833,331,75
26053840,95,21
26053850,83,18
26058962,303,87
26066245,9,1
26076914,577,126
26084506,104,11
26085018,9,1
26095551,143,27
26099225,302,49
26105960,143,35
26134644,467,112
26157279,261,57
26160095,28,7
26171533,433,128
26188115,90,31
26197894,1287,203
26202021,17,4
26209249,468,124
26221884,30,5
26252036,229,57
26252354,229,57
26257133,508,169
26259702,1,0
26261610,55,6
26273977,150,29
26274652,145,27
26276374,504,124
26277460,125,29
26278417,50,12
26278521,488,75
26280318,36,20
26281528,186,55
26282443,548,89
26303324,146,45
26307822,180,42
26309675,397,120
26322467,100,14
26323995,88,26
26328350,83,25
26329118,93,27
26334526,451,133
26334528,451,133
26334584,451,133
26334587,451,133
26334653,451,133
26334655,451,133
26334733,451,133
26334834,451,133
26334835,451,133
26334895,451,133
26334899,451,133
26334945,451,133
26334949,451,133
26335029,451,133
26335031,451,133
26335033,451,133
26336274,47,17
26339019,403,117
26339979,264,62
26367063,94,28
26369472,109,57
26385989,69,15
26396972,58,12
26417350,1301,251
26418067,34,6
26424013,110,16
26429503,0,0
26445292,709,111
26450875,7,1
26470581,600,121
26474020,106,17
26493760,301,75
26501351,117,54
26519133,53,12
26522687,36,11
26532784,761,222
26565582,323,93
26566885,387,90
26568647,61,7
26571969,60,15
26572144,60,15
26577224,113,33
26624972,126,22
26630744,210,96
26632713,87,12
26634910,255,49
26635646,171,40
26638684,386,123
26638788,112,50
26666094,161,32
26668091,526,116
26691828,54,16
26709189,598,167
26710943,129,31
26713704,193,66
26718645,116,67
26718900,3,0
26747021,304,54
26754841,484,119
26777355,67,15
26785153,231,77
26787002,179,52
26832092,635,145
26871900,36,7
26875892,602,187
26921699,190,47
26921936,283,96
26924091,73,12
26945594,91,32
26950540,222,43
26952039,189,68
27002250,593,146
27033826,170,66
27064878,362,88
27065879,28,4
27082654,70,12
27107519,90,19
27111574,216,51
27176441,449,133
27187399,290,87
27196500,63,10
27203318,28,12
27206374,97,21
27211235,297,83
27225440,570,129
27230146,76,27
27230555,13,2
27244341,403,133
27253510,492,72
27260835,439,71
27261900,386,123
27262832,3301,322
27263016,3285,321
27263045,645,139
27263066,1138,297
27263095,627,136
27263130,84,87
27263151,459,96
27263329,597,132
27263361,629,137
27263398,562,116
27263453,876,152
27293379,39,9
27310099,209,69
27312690,297,60
27316423,336,100
27336562,9,2
27363400,190,56
27370273,86,10
27375274,138,40
27381476,60,15
27407557,480,136
27427727,195,40
27430402,88,19
27432456,165,41
27437162,380,87
27439635,170,30
27458484,121,57
27461006,506,131
27461297,122,35
27462045,44,13
27464605,104,51
27465738,9,1
27467934,525,96
27468147,483,160
27486947,59,16
27491473,10,3
27491569,130,49
27492222,111,20
27495261,771,135
27508842,79,14
27510287,35,5
27522899,257,54
27523751,375,77
27529992,149,51
27530136,178,67
27538881,117,30
27545197,386,76
27550839,129,27
27555335,287,69
27555509,308,54
27556897,38,8
27556995,72,37
27557104,2,0
27580180,196,57
27584638,473,96
27598470,82,21
27606210,431,81
27608180,179,39
27608489,391,94
27609352,46,21
27610705,39,21
27611813,38,8
27627816,7,1
27628210,286,52
27634232,1351,206
27639658,328,83
27652652,133,37
27657432,1097,272
27659691,137,35
27665176,122,33
27674344,563,86
27699365,45,12
27699796,182,62
27701063,841,166
27701970,33,10
27702037,367,105
27705941,136,40
27707954,412,93
27710210,60,15
27713331,60,15
27714378,60,15
27720514,85,18
27725598,61,12
27727846,360,57
27729600,14,2
27735398,253,53
27741340,168,85
27753881,31,4
27759254,14,3
27766709,290,50
27777768,101,32
27777839,295,59
27780282,172,27
27802152,87,31
27807680,45,11
27807924,83,27
27808088,126,28
27808710,495,122
27826583,64,12
27828332,230,69
27832283,259,46
27834918,226,83
27841696,298,67
27852325,134,26
27855141,126,22
27857184,105,63
27866104,152,70
27870072,113,37
27872617,412,124
27895671,371,87
27898470,157,44
27899334,111,17
27903069,426,106
27905010,209,70
27926531,155,50
27928375,51,10
27933930,794,129
27937727,562,132
27938375,47,9
27959555,8,2
27960744,50,11
27961176,50,28
27963021,82,41
27980774,255,67
27985317,81,45
27987824,205,44
27995396,865,260
28009294,554,153
28009722,209,70
28027982,6,2
28028464,294,89
28030809,202,51
28047393,1222,253
28050674,15,2
28053384,28,13
28055711,458,112
28074227,216,45
28074409,284,76
28079540,366,109
28079865,468,140
28081084,200,65
28085987,1121,268
28103112,222,50
28105604,48,10
28128935,146,48
28137005,116,41
28141014,224,48
28160772,384,101
28164026,266,70
28181442,314,74
28182735,79,47
28182805,531,142
28183336,1,0
28183375,287,79
28184435,287,81
28189141,1938,124
28200634,62,12
28208579,271,57
28232197,844,191
28251404,227,46
28252608,735,124
28259229,243,64
28261064,490,146
28263206,251,51
28267650,403,133
28279424,110,39
28281476,85,38
28284827,57,12
28306183,349,93
28310642,434,119
28315009,62,8
28316938,136,20
28338036,4216,300
28338407,338,121
28339483,443,113
28360154,83,17
28363410,122,33
28363414,430,103
28367768,398,110
28368154,171,57
28368417,119,21
28376750,125,36
28377944,36,8
28384050,88,35
28387261,204,51
28388893,97,14
28390797,111,35
28407357,71,29
28411576,444,87
28427234,524,97
28435943,0,0
28442815,91,25
28444017,176,58
28450508,127,42
28458996,63,18
28459122,43,7
28462004,297,76
28464381,345,77
28489872,140,35
28490107,325,88
28497516,178,37
28500088,119,66
28515384,394,86
28517686,65,16
28518540,284,62
28521528,459,157
28539243,18,2
28543140,48,8
28550959,118,33
28560838,1111,269
28562801,186,35
28563068,258,51
28581080,316,71
28588615,125,36
28589423,125,36
28603195,34,3
28604690,662,104
28610502,538,144
28646377,486,132
28648613,182,26
28660479,92,31
28660694,396,97
28668662,40,8
28668842,230,78
28674015,177,32
28683064,479,108
28696499,191,41
28710088,451,111
28712209,212,71
28712636,136,29
28718646,95,32
28718827,111,20
28722160,129,35
28733771,309,54
28733881,150,36
28734043,309,54
28736194,55,13
28736243,494,125
28755204,1050,264
28758496,10,1
28758712,117,26
28760367,104,18
28762980,56,13
28783226,357,127
28783606,344,63
28784618,152,57
28789851,334,69
28805953,357,104
28807663,159,51
28838371,320,70
28841178,718,210
28844783,499,121
28895194,675,186
28897141,289,93
28898815,229,64
28919893,113,21
28920042,159,29
28932960,581,90
28935709,38,12
28935882,174,51
28936671,453,109
28959030,459,133
28992621,60,15
29000480,232,76
29002725,584,195
29005387,286,69
29007305,514,126
29028865,266,56
29031614,298,67
29032905,315,62
29037491,149,68
29039124,314,76
29039496,125,28
29062428,41,7
29079591,139,22
29100400,134,30
29102807,65,20
29107044,85,11
29122528,559,105
29125029,15,2
29129268,414,52
29130046,57,10
29135667,18,2
29135958,561,115
29184444,1256,298
29184807,948,194
29184915,166,60
29192965,166,34
29213367,794,178
29221865,265,58
29238496,0,0
29241208,83,39
29242016,168,42
29243902,1451,191
29254981,86,14
29261601,421,132
29289176,71,24
29299467,43,18
29299868,1568,310
29305555,76,22
29313154,635,119
29316715,54,11
29334689,439,75
29334701,69,11
29367650,49,9
29393766,345,73
29407754,122,30
29413455,61,16
29421648,373,92
29435365,522,157
29435807,290,58
29438776,30,5
29464386,56,12
29465769,458,96
29474815,1232,234
29475850,492,147
29486775,25,6
29491521,345,71
29496410,44,5
29515076,665,129
29543253,218,32
29574826,838,129
29589897,733,197
29591009,55,9
29593658,179,33
29593874,271,90
29594605,241,60
29610726,103,17
29611738,304,85
29611957,306,63
29612313,371,62
29613683,373,70
29613684,1205,242
29613703,345,71
29615865,34,7
29637101,62,25
29658492,143,51
29661742,221,66
29661822,593,129
29664364,62,25
29678261,46,19
29683753,184,37
29684194,785,178
29704006,497,113
29705268,12,3
29713486,7,2
29714237,518,112
29739237,36,8
29740440,133,36
29741840,474,151
29754209,403,133
29757684,76,14
29757778,117,21
29794612,199,70
29797894,76,15
29802575,1066,298
29823066,378,135
29824667,45,8
29825329,131,27
29825338,64,20
29826153,139,47
29831467,97,24
29842781,149,37
29843197,182,36
29843679,1733,353
29844463,492,147
29845776,764,196
29852330,846,263
29854300,846,263
29867211,6,1
29877418,26,3
29880717,236,62
29906225,195,34
29906769,189,39
29908017,94,15
29924753,456,131
29924843,232,40
29926752,63,14
29926924,606,108
29927089,589,117
29928078,644,137
29929012,693,194
29929471,439,122
29929790,264,51
29937571,1084,155
29963453,125,28
29988443,85,17
29990041,477,153
29992190,60,15
30042211,71,10
30043513,509,161
30056107,125,37
30068468,41,8
30069575,129,33
30086838,35,5
30087497,1137,293
30091565,193,44
30110321,5,1
30111891,57,9
30127500,59,12
30129618,114,21
30129780,95,18
30131296,193,58
30159258,664,216
30174683,134,31
30175141,156,46
30210835,413,104
30212338,189,51
30212422,33,30
30251016,512,124
30253069,139,45
30254144,535,102
30260653,142,41
30264063,78,30
30264479,85,11
30266695,355,69
30272345,273,75
30275221,308,54
30294321,467,145
30318695,545,119
30351194,213,48
30353855,137,35
30353904,68,12
30354063,145,28
30361205,34,7
30361356,433,127
30361406,168,85
30361449,34,7
30365266,34,7
30365369,168,85
30365397,1733,353
30365422,1733,353
30365544,149,37
30366587,232,76
30366644,149,37
30366674,552,142
30366756,182,36
30366849,34,7
30366876,149,37
30367047,6,1
30367071,157,41
30368179,6,1
30368317,139,42
30368366,230,69
30368572,552,142
30368597,583,142
30368629,157,41
30368649,34,7
30368815,197,52
30374499,229,56
30377035,233,117
30378253,203,43
30396781,199,51
30397174,373,71
30397747,152,35
30399463,49,10
30469161,57,16
30498666,346,86
30502224,29,6
30502421,70,33
30504839,170,42
30505637,345,61
30508607,891,228
30512322,181,35
30513482,1262,199
30513863,146,45
30531089,53,7
30531508,196,51
30531625,568,129
30532741,150,59
30534155,48,11
30534300,71,26
30536041,157,59
30536044,143,34
30536048,199,58
30536375,243,48
30537976,56,8
30541284,1580,194
30542361,1953,176
30564588,105,22
30569441,314,76
30583212,11336,672
30589502,49,23
30596049,52,13
30665722,162,63
30675746,150,38
30687431,96,42
30696168,223,62
30701028,254,55
30713011,27,8
30713782,218,54
30719302,43,12
30741355,317,77
30744282,463,117
30745601,334,59
30770207,166,29
30774802,150,45
30776488,60,15
30790924,38,18
30797540,98,21
30797856,678,90
30801201,108,31
30801321,469,119
30805198,60,15
30805783,60,15
30816842,1179,254
30817227,1067,227
30818477,111,45
30821293,77,57
30822730,119,79
30851456,34,7
30851994,65,20
30854154,106,30
30857277,608,161
30881800,140,51
30882970,82,11
30887943,1299,354
30890889,276,53
30906103,33,34
30913192,158,32
30913907,135,20
30920717,53,11
30931569,263,53
30941545,107,30
30956267,173,55
30960144,715,168
30975445,341,85
30984623,60,16
31017581,254,98
31026962,36,9
31055670,27,4
31057117,274,87
31072911,1947,175
31076360,49,11
31100295,593,165
31102005,108,24
31108259,45,9
31113388,168,38
31120211,486,72
31123927,111,30
31124126,80,10
31124810,54,10
31124937,119,26
31125098,102,43
31125401,50,7
31131163,1194,227
31139533,182,36
31146290,60,15
31157758,229,57
31173023,740,125
31187795,0,0
31188239,396,97
31188284,457,136
31188314,477,121
31188362,57,17
31206489,156,29
31210673,188,53
31222005,1173,204
31261677,168,74
31268346,500,111
31281387,201,46
31290178,200,30
31294109,139,38
31295086,150,42
31297753,69,21
31297860,61,23
31297920,69,21
31320991,512,96
31331285,243,42
31338594,94,11
31339864,500,166
31346731,1356,386
31356493,48,11
31359232,207,33
31363951,477,122
31365113,72,13
31377697,498,87
31379263,963,273
31388979,247,58
31389098,242,53
31392573,290,77
31396075,243,77
31398878,198,67
31409044,5,2
31410377,1145,208
31411172,32,9
31413160,126,18
31421029,68,17
31421142,310,91
31424518,113,30
31437113,144,28
31439076,214,52
31443288,38,6
31446628,283,120
31447415,76,10
31450281,344,73
31465464,253,51
31474637,87,19
31488238,229,57
31492637,78,14
31494299,163,39
31495884,328,106
31519591,99,41
31536048,173,48
31537112,284,57
31537840,208,40
31547075,235,51
31565302,387,138
31566371,247,77
31568641,75,31
31571182,121,61
31572917,112,27
31590989,248,50
31591070,50,24
31595144,1183,131
31596642,314,76
31604719,98,52
31624755,523,128
31627786,32,5
31651414,497,79
31652671,61,12
31655119,86,12
31655979,143,39
31658161,369,88
31668263,146,28
31669776,262,62
31674728,538,106
31690403,1458,200
31694061,253,51
31695049,146,26
31696287,50,49
31707754,118,29
31717158,398,97
31718067,135,26
31722728,1651,211
31724787,41,9
31738781,499,98
31759412,328,52
31760547,646,163
31778644,590,131
31798083,224,65
31803551,106,27
31827469,480,136
31852562,597,177
31855825,427,117
31858008,1236,211
31865253,314,76
31877704,258,73
31903595,10,16
31924784,206,57
31932467,182,56
31934354,484,141
31934523,19,2
31956194,51,27
31956891,185,44
31981354,521,114
31982997,52,11
31983890,191,50
31985315,283,57
31994835,499,142
31994853,327,99
31995366,126,24
32018990,140,41
32019374,42,10
32019388,34,6
32021078,431,73
32024013,88,47
32024090,27,5
32024107,85,17
32024203,182,42
32025820,134,24
32039575,458,89
32039701,153,58
32039732,566,178
32041934,101,22
32042801,273,59
32045868,70,22
32050026,95,37
32062666,95,29
32065646,660,123
32067195,524,121
32072704,274,58
32075650,408,102
32087546,2620,174
32105198,90,30
32105504,367,94
32113366,82,18
32130272,54,52
32133907,169,71
32135550,13,3
32141630,42,9
32147391,229,48
32167598,138,60
32183178,358,100
32191720,139,64
32192128,146,72
32192300,209,46
32201477,838,215
32212075,1247,275
32216182,1713,231
32224169,283,61
32257452,292,55
32273831,147,59
32286267,239,70
32290651,174,38
32291443,300,60
32293596,1192,322
32296092,517,115
32312991,60,15
32313672,119,26
32324914,1,0
32329385,488,112
32338483,25,5
32355301,1280,262
32355422,430,93
32355456,11,1
32375294,160,58
32378826,2901,376
32383287,144,37
32383834,363,103
32384648,116,26
32384878,932,173
32385318,181,51
32385434,55,13
32389762,195,46
32396799,254,44
32400382,39,6
32402550,459,110
32402758,388,89
32402972,332,138
32407014,299,79
32423546,467,129
32441372,287,58
32445292,484,133
32445598,58,18
32447699,62,19
32450006,104,24
32464743,120,38
32473990,245,29
32474115,136,52
32477178,41,6
32477424,754,136
32478529,708,179
32487517,182,36
32491838,13,1
32493756,1147,244
32500819,115,28
32503227,224,60
32518108,151,38
32531823,241,46
32539377,243,77
32539458,243,77
32543867,160,58
32545896,294,90
32550834,42,5
32554173,1674,335
32557678,410,121
32568917,105,11
32569053,39,6
32570386,558,150
32570904,578,168
32571956,117,35
32572501,915,283
32577104,127,28
32580200,232,76
32590109,75,18
32594056,464,71
32605871,292,48
32610962,117,40
32616360,722,192
32617088,109,26
32620353,49,7
32635901,62,11
32641065,64,14
32643255,338,58
32643720,13,3
32643853,50,21
32644099,104,38
32660124,152,38
32667541,17,3
32670599,395,84
32675691,377,82
32702182,245,78
32702217,245,78
32702218,245,78
32702220,245,78
32702223,245,78
32702224,245,78
32702225,245,78
32702227,245,78
32702233,245,78
32702234,245,78
32702236,245,78
32702237,245,78
32702921,556,78
32703559,108,24
32703560,872,263
32703563,108,24
32703565,108,24
32703570,108,24
32703573,108,24
32703575,108,24
32703576,108,24
32703577,108,24
32703814,108,24
32712890,31,5
32716086,193,65
32716394,33,9
32716563,719,182
32717018,49,17
32717493,60,20
32723815,48,11
32724526,363,116
32725950,53,9
32726099,220,72
32727287,119,19
32740903,400,69
32744842,201,50
32745068,176,45
32746725,192,55
32747421,400,104
32747602,234,48
32748600,552,118
32749634,66,10
32750134,306,68
32766126,132,36
32766699,60,16
32769581,94,9
32770430,78,18
32783075,91,19
32784631,822,145
32786479,417,80
32788121,519,124
32789669,71,20
32792232,35,17
32793845,309,60
32795849,585,85
32811695,181,37
32812271,190,46
32813435,158,89
32822227,397,118
32823963,57,19
32824201,158,27
32836816,265,42
32842243,51,22
32845190,156,60
32847389,275,57
32861856,735,197
32866238,64,11
32867573,782,167
32869691,363,92
32870699,30,10
32871760,225,93
32877823,167,33
32890587,297,56
32891103,55,10
32891490,112,31
32891625,553,83
32898423,110,27
32903447,78,13
32919042,215,71
32920800,84,25
32921329,609,116
32921680,167,44
32921792,364,111
32926594,224,79
32941329,573,167
32941335,311,99
32945280,119,22
32945668,49,7
32945670,109,39
32962090,163,49
32966854,1236,170
32983188,648,126
32984485,1041,312
33013551,304,65
33015453,11,4
33015573,64,19
33015655,43,20
33017026,27,4
33021274,314,76
33021614,210,37
33021652,384,85
33022608,1487,199
33023168,448,77
33023471,97,32
33023592,401,101
33047110,164,41
33054428,552,142
33054543,1228,236
33069292,57,8
33078270,154,44
33079877,136,28
33083892,160,58
33091231,391,117
33098113,270,86
33098182,514,146
33115200,246,42
33115368,136,38
33134275,54,11
33135588,327,74
33137304,171,56
33141021,360,70
33143025,193,48
33166972,94,29
33172768,148,65
33179592,297,56
33185972,54,18
33192684,166,35
33195331,26,5
33198942,174,60
33199120,183,71
33224754,235,40
33225891,83,41
33241183,109,46
33254247,149,33
33256694,3328,239
33267971,300,80
33268331,300,80
33269893,300,80
33269979,300,80
33271309,47,5
33275444,268,83
33289179,3,1
33292153,436,125
33293217,550,157
33310899,237,89
33311422,96,34
33314499,470,106
33316756,155,31
33346622,14,2
33364533,221,57
33365567,170,36
33368652,53,30
33370186,501,141
33370525,481,136
33370910,95,27
33372601,54,32
33386303,470,148
33400608,169,38
33400825,443,107
33401021,395,103
33405043,477,149
33420461,683,184
33420931,734,199
33421098,453,172
33421279,448,115
33421281,746,182
33430562,948,231
33431036,368,117
33451367,491,121
33452479,64,18
33457138,577,119
33489653,424,125
33489755,360,107
33489844,429,111
33489920,534,116
33493552,211,49
33495561,202,54
33516235,135,28
33517793,4,1
33521977,177,48
33526719,182,34
33528893,97,27
33533171,839,213
33534825,25,4
33537651,28,5
33537652,25,4
33537653,27,5
33537656,27,5
33537657,28,5
33537658,27,5
33537659,23,4
33537660,28,5
33537661,30,5
33537662,30,5
33551130,625,141
33551880,199,58
33557590,232,61
33561856,51,23
33563347,30,5
33587710,36,7
33587968,116,30
33608260,202,60
33608274,168,66
33633991,169,67
33634099,552,142
33634536,38,13
33641010,13,5
33642479,516,95
33644460,188,30
33667375,67,12
33687369,29,5
33692799,297,84
33704566,832,178
33713266,132,37
33715114,273,57
33745682,549,92
33769639,416,89
33773572,301,69
33777255,9,2
33781225,666,101
33784880,901,224
33810932,141,22
33818649,173,42
33830929,210,60
33830997,705,138
33859591,65,37
33873677,154,31
33881252,91,54
33883208,541,71
33900698,130,24
33907636,503,143
33908655,45,8
33930957,160,58
33935404,27,6
33941862,179,50
33942157,973,262
33943537,607,111
33960503,186,64
33962150,272,86
33969322,0,0
33981784,276,85
33985470,433,127
33985752,276,85
33991821,99,44
33992126,852,215
33992162,73,15
33992583,625,176
33992760,10,3
33992962,61,12
33993528,570,177
33999573,108,38
34004538,294,72
34018349,1357,122
34020025,114,24
34024828,418,110
34059897,105,27
34063116,67,22
34065657,144,22
34081671,372,61
34087400,41,9
34097339,296,73
34100558,183,40
34118405,243,86
34123156,309,74
34125621,109,35
34127900,896,166
34127928,8,1
34129571,258,50
34132948,552,142
34142368,433,127
34144769,768,102
34155649,670,127
34176402,194,55
34176699,196,73
34179500,459,134
34179840,122,42
34180111,41,10
34189531,229,57
34200885,376,88
34203714,122,42
34205792,462,127
34206236,211,116
34208181,79,11
34209228,340,90
34209303,13,2
34227689,21,4
34228117,634,104
34234091,353,81
34246050,111,27
34247471,149,17
34253243,146,30
34279342,115,46
34283628,42,10
34287368,276,75
34287664,648,167
34287875,270,74
34289989,334,60
34306495,122,42
34308960,479,100
34314752,728,132
34315002,122,42
34316297,46,16
34339911,404,55
34343963,176,40
34345807,336,56
34369013,358,102
34369413,183,41
34369451,562,94
34372749,66,18
34383907,166,49
34387299,639,150
34397208,949,272
34412659,92,13
34416215,75,26
34416403,56,8
34417300,57,8
34417651,41,6
34417750,123,34
34417861,125,23
34419699,195,31
34423592,785,152
34424480,147,42
34446936,137,42
34450438,42,14
34468735,148,76
34470646,114,17
34471483,105,48
34476318,255,67
34476790,18,2
34514224,574,107
34517652,930,157
34534317,166,41
34536867,253,74
34543342,22,3
34543729,134,38
34543798,102,32
34545696,10,2
34551701,55,15
34571307,423,117
34571357,166,30
34571406,174,33
34593173,160,58
34597769,1290,141
34601482,98,34
34601638,151,30
34602830,50,20
34602962,49,8
34606745,81,9
34607614,1380,154
34624749,242,56
34626588,9,2
34629201,252,55
34642889,38,10
34646493,168,48
34656053,87,25
34656516,290,82
34684071,292,53
34688624,87,20
34693459,187,35
34697298,96,15
34704352,230,69
34709052,607,111
34714583,417,90
34723923,314,56
34750018,112,30
34754173,303,69
34756884,194,49
34763247,0,0
34764763,582,137
34767195,676,175
34768329,39,17
34781352,534,129
34785290,37,9
34789865,4,1
34791904,383,98
34803248,67,24
34836860,150,34
34840354,128,39
34845930,139,34
34867880,246,43
34868915,583,148
34878799,229,57
34878846,67,24
34902361,112,32
34903588,73,10
34906463,49,10
34923571,180,69
34923652,538,127
34923665,418,119
34923683,718,202
34923698,393,138
34931081,67,14
34931105,67,14
34931134,86,19
34931166,758,168
34931183,467,123
34932707,128,29
